rule	severity	type	file	line	message
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	32	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	41	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	47	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	53	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	59	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	67	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	72	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.spec.ts	77	This assertion is unnecessary since the receiver accepts the original type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/nestjs/src/lib/accounts/accounts.service.ts	189	This assertion is unnecessary since it does not change the type of the expression.
typescript:S4325	MINOR	CODE_SMELL	packages/zoho/nestjs/src/lib/accounts/accounts.service.ts	189	This assertion is unnecessary since it does not change the type of the expression.
typescript:S6353	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	7	Use concise character class syntax '\w' instead of '[A-Za-z0-9_]'.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	282	Use the "RegExp.exec()" method instead.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	288	Use the "RegExp.exec()" method instead.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	293	Use the "RegExp.exec()" method instead.
typescript:S7755	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	301	Prefer `.at(…)` over `[….length - index]`.
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	595	Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/dbx-tag-families.ts	15	Remove this redundant type alias and replace its occurrences with "any".
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/dbx-tag-families.ts	161	Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/dbx-tag-families.ts	251	Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-action-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-auth-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-auth-companion-tags.rule.ts	91	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-docs-ui-example-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-filter-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-form-field-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S7776	MINOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-form-field-companion-tags.rule.ts	8	`FORM_MARKERS` should be a `Set`, and use `FORM_MARKERS.has()` to check existence or non-existence.
typescript:S7721	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-form-field-companion-tags.rule.ts	98	Move function 'collectFormTags' to the outer scope.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S7776	MINOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-companion-tags.rule.ts	8	`MODEL_MARKERS` should be a `Set`, and use `MODEL_MARKERS.has()` to check existence or non-existence.
typescript:S7721	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-companion-tags.rule.ts	85	Move function 'collectInterfaceTags' to the outer scope.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-firebase-index-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-firebase-index-companion-tags.rule.ts	108	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-model-snapshot-field-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-pipe-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S1871	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-pipe-companion-tags.rule.ts	105	This case's code block is the same as the block for the case on line 101.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-rule-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-web-companion-tags.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6353	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	105	Use concise character class syntax '\w' instead of '[A-Za-z0-9_]'.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	121	Use the "RegExp.exec()" method instead.
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	147	Refactor this function to reduce its Cognitive Complexity from 49 to the 15 allowed.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	207	Use the "RegExp.exec()" method instead.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	218	Use the "RegExp.exec()" method instead.
typescript:S6594	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	227	Use the "RegExp.exec()" method instead.
typescript:S7755	MINOR	CODE_SMELL	packages/util/eslint/src/lib/jsdoc-parser.ts	250	Prefer `.at(…)` over `[….length - index]`.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	5	Remove this redundant type alias and replace its occurrences with "any".
typescript:S7735	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	889	Unexpected negated condition.
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	984	Refactor this function to reduce its Cognitive Complexity from 52 to the 15 allowed.
typescript:S4138	MINOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	993	Expected a `for-of` loop instead of a `for` loop with this simple iteration.
typescript:S3776	CRITICAL	CODE_SMELL	packages/util/eslint/src/lib/prefer-canonical-jsdoc.rule.ts	1102	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-dbx-util-companion-tags.rule.ts	6	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/no-inline-type-import.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/no-sister-re-export.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S7780	MINOR	CODE_SMELL	packages/util/eslint/src/lib/no-sister-re-export.rule.ts	53	`String.raw` should be used to avoid escaping `\`.
typescript:S7781	MINOR	CODE_SMELL	packages/util/eslint/src/lib/no-sister-re-export.rule.ts	53	Prefer `String#replaceAll()` over `String#replace()`.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-config-object.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-maybe-type.rule.ts	2	Remove this redundant type alias and replace its occurrences with "any".
typescript:S1871	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/prefer-maybe-type.rule.ts	65	This branch's code block is the same as the block for the branch on line 63.
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-deprecated-alias-placement.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-readonly-config-params.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S6564	MAJOR	CODE_SMELL	packages/util/eslint/src/lib/require-single-return.rule.ts	1	Remove this redundant type alias and replace its occurrences with "any".
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/archetype-search.tool.ts	171	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/dbx-color-smell-check.tool.ts	69	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/dbx-color-smell-check.tool.ts	135	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/dbx-color-template-list-app.tool.ts	69	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/dbx-asset-validate-folder/index.ts	44	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/manifest/build-model-decode-command.ts	195	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/manifest/build-model-info-command.ts	80	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/firebase/src/lib/common/firestore/accessor/document.paged.ts	254	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/firebase/src/lib/common/firestore/accessor/document.paged.ts	321	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/util/eslint/src/lib/comments.ts	162	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/util/eslint/src/lib/require-no-side-effects.rule.ts	50	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/auth/auth.command.factory.ts	262	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/auth/auth.command.factory.ts	269	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/doctor/doctor.command.factory.ts	41	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/doctor/doctor.command.factory.ts	64	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/doctor/doctor.command.factory.ts	82	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/doctor/doctor.command.factory.ts	108	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/manifest/build-manifest-commands.ts	748	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/util/interactive.ts	39	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/util/output.ts	267	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/util/pagination.ts	80	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-cli/src/lib/util/pagination.ts	92	Unexpected negated condition.
javascript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/scripts/generate-css-tokens.mjs	43	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/model-fixture-forward.tool.ts	76	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/model-fixture-forward.tool.ts	113	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/model-fixture-lookup.tool.ts	84	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/artifact-file-convention.tool.ts	96	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-components-mcp/src/tools/model-decode.tool.ts	357	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/util/pagination.ts	25	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/zoho/cli/src/lib/commands/auth.command.ts	333	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/firebase-server/oidc/src/lib/middleware/oauth-auth.module.ts	67	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/firebase-server/oidc/src/lib/middleware/oauth-auth.module.ts	72	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/firebase-server/oidc/src/lib/middleware/oauth-auth.module.ts	80	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/util/src/lib/object/object.equal.ts	142	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-form/quiz/src/lib/container/quiz.component.ts	96	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-web/src/lib/error/error.component.ts	85	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-form/calendar/src/lib/calendar.schedule.selection.store.ts	977	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/date/src/lib/date/date.cell.index.ts	74	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-firebase/src/lib/model/modules/store/store.document.ts	300	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/dbx-firebase/src/lib/model/modules/store/store.subcollection.document.ts	107	Unexpected negated condition.
typescript:S7735	MINOR	CODE_SMELL	packages/rxjs/src/lib/iterator/iterator.page.ts	235	Unexpected negated condition.
